article_id,indicator1,indicator2,indicator3
5e8233150dc171d3c93e7ba0,"('redflag14', tensor([[0.0467]]))","('redflag8', tensor([[0.0423]]))","('redflag1', tensor([[0.0361]]))"
5e82338f0dc171d3c93e7be6,"('redflag9', tensor([[0.1329]]))","('redflag7', tensor([[0.1263]]))","('redflag8', tensor([[0.1180]]))"
5e82341d0dc171d3c93e7c2a,"('redflag8', tensor([[0.1139]]))","('redflag5', tensor([[0.1078]]))","('redflag6', tensor([[0.0960]]))"
5e82322d0dc171d3c93e7b18,"('redflag14', tensor([[0.1604]]))","('redflag8', tensor([[0.1442]]))","('redflag18', tensor([[0.1425]]))"
5e82308f0dc171d3c93e7a0e,"('redflag11', tensor([[0.1085]]))","('redflag10', tensor([[0.1018]]))","('redflag17', tensor([[0.0993]]))"
5e8233b50dc171d3c93e7bf2,"('redflag16', tensor([[0.1188]]))","('redflag10', tensor([[0.1066]]))","('redflag17', tensor([[0.0999]]))"
5e8233760dc171d3c93e7bd5,"('redflag14', tensor([[0.0958]]))","('redflag1', tensor([[0.0890]]))","('redflag17', tensor([[0.0832]]))"
5e8233410dc171d3c93e7bb9,"('redflag10', tensor([[0.0611]]))","('redflag8', tensor([[0.0608]]))","('redflag11', tensor([[0.0573]]))"
5e82322d0dc171d3c93e7b0e,"('redflag16', tensor([[0.0838]]))","('redflag17', tensor([[0.0816]]))","('redflag11', tensor([[0.0811]]))"
5e8234f20dc171d3c93e7cae,"('redflag11', tensor([[0.0929]]))","('redflag5', tensor([[0.0917]]))","('redflag17', tensor([[0.0835]]))"
5e8235200dc171d3c93e7cda,"('redflag5', tensor([[0.0922]]))","('redflag14', tensor([[0.0874]]))","('redflag16', tensor([[0.0847]]))"
5e8234ca0dc171d3c93e7c90,"('redflag11', tensor([[0.1069]]))","('redflag8', tensor([[0.1026]]))","('redflag14', tensor([[0.1018]]))"
5e82353e0dc171d3c93e7cf4,"('redflag11', tensor([[0.0350]]))","('redflag17', tensor([[0.0268]]))","('redflag16', tensor([[0.0152]]))"
5e8234370dc171d3c93e7c3f,"('redflag18', tensor([[0.1425]]))","('redflag11', tensor([[0.1420]]))","('redflag16', tensor([[0.1414]]))"
5e82349c0dc171d3c93e7c78,"('redflag8', tensor([[0.0679]]))","('redflag17', tensor([[0.0598]]))","('redflag5', tensor([[0.0559]]))"
5e8235d80dc171d3c93e7d38,"('redflag5', tensor([[-0.0293]]))","('redflag17', tensor([[-0.0294]]))","('redflag8', tensor([[-0.0329]]))"
5e82350b0dc171d3c93e7cc2,"('redflag17', tensor([[0.1380]]))","('redflag10', tensor([[0.1371]]))","('redflag11', tensor([[0.1337]]))"
5e82360a0dc171d3c93e7d4e,"('redflag14', tensor([[0.0890]]))","('redflag8', tensor([[0.0877]]))","('redflag11', tensor([[0.0705]]))"
5e82360a0dc171d3c93e7d55,"('redflag11', tensor([[0.1219]]))","('redflag17', tensor([[0.1175]]))","('redflag14', tensor([[0.1102]]))"
5e8235800dc171d3c93e7d06,"('redflag19', tensor([[0.1565]]))","('redflag17', tensor([[0.1555]]))","('redflag14', tensor([[0.1414]]))"
